ID	Leaf Structure Index	Chlorophyll index	Water index	Cellulose Absorption Index	Nitrogen Related Index NRI1510	Nitrogen Related Index NRI850	Disease Water Stress Index 1	Disease Water Stress Index 2	Disease Water Stress Index 3	Disease Water Stress Index 4	Chlorophyll content
48	1.006485235	4.848400553	0.009923461	-0.430013413	0.603943427	0.814024715	1.429515899	3.922928648	6.356538485	1.620355366	0.11738091
49	1.00352992	4.62057554	0.009612981	-0.443854833	0.585667167	0.810381312	1.435958136	3.813195926	6.670030539	1.749196912	0.106223233
50	0.99425987	3.705478423	0.010174336	-0.393425403	0.522051787	0.757884696	1.365392701	3.063093039	5.328322883	1.739523682	0.107638364
51	0.999729787	3.530136341	0.012208457	-0.407775265	0.492410966	0.755366779	1.461836186	2.757493625	5.235241467	1.898550706	0.097117647
52	0.994205592	3.679341874	0.008500562	-0.384943906	0.548000244	0.758341454	1.3605139	3.069127905	5.449677014	1.7756435	0.102483207
53	0.990152968	3.70936101	0.009842111	-0.396442917	0.553739717	0.771996355	1.39061139	3.009040838	5.824620584	1.935706724	0.108603985
54	0.999206712	3.684191643	0.015570247	-0.42756062	0.423918619	0.760767837	1.563964195	2.772463849	4.888106314	1.763091092	0.095851722
55	0.970561367	3.280090997	0.010466365	-0.442767171	0.559520044	0.783836479	1.402019934	2.503081284	6.169094826	2.464600278	0.148099309
56	1.005480375	3.52921537	0.00855164	-0.383709764	0.561707462	0.766663932	1.370985528	2.871031353	5.680304136	1.978489064	0.117131403
57	0.983023349	4.52317863	0.012094047	-0.445768245	0.551098905	0.804693787	1.482306652	3.494973017	5.925565004	1.69545372	0.119110871
58	0.997318317	4.000039227	0.01143808	-0.407570032	0.495237647	0.769834004	1.481038389	3.055997164	5.046551784	1.6513601	0.109809612
59	0.99063477	3.315398641	0.008274525	-0.344348236	0.528380278	0.728733635	1.318246171	2.8279952	5.019189169	1.774822379	0.095782086
60	0.988743822	4.203736737	0.010987622	-0.398757365	0.524746011	0.765282707	1.394072743	3.5004121	5.219784984	1.491191561	0.093260703
61	0.991838467	3.868813294	0.013198383	-0.40853225	0.507502615	0.77100218	1.470510984	3.007423966	5.23143563	1.739507196	0.104482935
62	0.983309008	3.732423232	0.011570253	-0.398490823	0.503113394	0.760173714	1.430765686	2.960584478	5.193887187	1.754345206	0.10999788
63	0.986087033	3.344102338	0.012154251	-0.383497636	0.473145809	0.735310373	1.430799133	2.570968554	4.609089473	1.792744399	0.111174088
64	0.995811527	4.354958279	0.010427943	-0.415009435	0.550429116	0.786153302	1.430846397	3.50499021	5.661240261	1.615194315	0.107950727
65	0.98518774	3.338174197	0.013253331	-0.375333294	0.450323428	0.721643334	1.452550364	2.59262503	4.324596617	1.668037826	0.091590281
66	0.994153508	5.177629357	0.010726985	-0.468000533	0.602375083	0.831319461	1.476753635	4.290113869	6.904135695	1.609312924	0.106834226
67	0.997906366	4.018327951	0.009385107	-0.38946525	0.5273762	0.762388631	1.383816155	3.39495453	5.263126967	1.550279075	0.095431446
68	0.982704903	4.010821147	0.010802183	-0.412206501	0.537751295	0.773438807	1.418425152	3.242358293	5.432760928	1.675558478	0.103749941
69	0.980562157	3.470928972	0.010639031	-0.440686423	0.545293338	0.778846043	1.408998789	2.68456515	5.792762397	2.157802874	0.135857824
70	0.982387607	3.73220959	0.010653038	-0.405704654	0.542640043	0.768227458	1.407788681	3.044094574	5.693296047	1.870275679	0.104081085
71	0.972356913	3.536898791	0.01173775	-0.409888108	0.495805633	0.758410435	1.44671653	2.730626553	5.071003875	1.857084364	0.117590923
72	0.980382289	3.73968024	0.011841894	-0.420323604	0.526798922	0.765714378	1.416484496	2.983773163	5.361880126	1.797013323	0.106715534
73	0.973828542	3.874800063	0.011305781	-0.422345837	0.518583938	0.768846358	1.439416628	3.076832891	5.365091129	1.743705726	0.098916229
74	0.976485475	3.479845093	0.013598203	-0.477410135	0.501559403	0.796800887	1.535067345	2.471248692	6.076819681	2.459007748	0.14382705
75	1.005708228	3.826414943	0.010359955	-0.379335436	0.507564215	0.748174625	1.395326518	3.131058114	4.857130059	1.551274324	0.097589232
76	1.00737436	3.620773064	0.009734268	-0.364975704	0.529647314	0.752491257	1.387189382	3.013801242	5.213326659	1.729817676	0.100608691
77	0.98655874	3.824221065	0.010209248	-0.432382792	0.571496026	0.792693802	1.397516182	3.047205418	6.213401925	2.039049251	0.129642268
78	1.001636139	3.701648889	0.009841822	-0.389721011	0.519728936	0.752740729	1.384341826	3.028997829	5.129453446	1.693449034	0.10462921
79	1.003979399	3.73679113	0.009456708	-0.384092	0.521848592	0.749465669	1.366351758	3.162472413	5.021266933	1.58776624	0.098350259
80	1.00122366	3.81953216	0.009796972	-0.395219623	0.539773021	0.765132752	1.392094781	3.09974293	5.380335514	1.735736039	0.11112884
81	0.99786734	4.148300154	0.011393716	-0.40081754	0.521415017	0.765349367	1.432689382	3.287348543	5.05705024	1.538337105	0.098230772
82	1.010059851	3.69859056	0.012952498	-0.404265985	0.46147589	0.751739667	1.501447072	2.870478203	4.85262651	1.690528953	0.089594915
83	1.005211268	4.003185592	0.011583504	-0.424480611	0.506768559	0.776856788	1.464473121	3.214060463	5.441677891	1.693085103	0.104554268
84	0.985201237	3.21646205	0.013339159	-0.331228655	0.309089078	0.660802714	1.503683381	2.493594998	3.320556557	1.331634271	0.038252853
85	0.986152593	3.866367023	0.012813605	-0.434075563	0.514700926	0.78105143	1.492936917	2.963612373	5.588105716	1.885572407	0.110780329
86	0.990540254	3.326469932	0.011061511	-0.388445361	0.528223882	0.760936351	1.426373858	2.557077648	5.394219554	2.109525129	0.119565692
87	1.017636756	3.951241019	0.010581257	-0.421830107	0.516835479	0.776600868	1.465704507	3.124441269	5.458024466	1.746880161	0.106874044
88	0.99362138	3.879096311	0.009089135	-0.402291711	0.569463181	0.778796825	1.364588131	3.220197619	5.868478622	1.822397044	0.114458968
89	0.973556521	3.924464234	0.01252065	-0.447812449	0.545575818	0.794798414	1.464212031	2.985340527	5.946192748	1.991797148	0.130282076
90	1.020494987	4.292478	0.008801759	-0.409662061	0.579914348	0.792142071	1.401583054	3.62103633	6.07939767	1.678910985	0.101870984
91	1.007584758	3.627739186	0.009161902	-0.372291144	0.553089137	0.763911423	1.371552349	2.983510931	5.490544323	1.840296365	0.116519953
92	0.991510033	3.761913679	0.012473464	-0.424504259	0.536032852	0.79045282	1.495622202	2.762410052	5.764765358	2.086860838	0.135006238
93	0.994185691	4.285681129	0.010515078	-0.442473031	0.573285681	0.799798218	1.423466669	3.450883569	6.185211229	1.792355814	0.121426862
94	1.012081408	3.434530139	0.010964844	-0.400509225	0.479588977	0.741941403	1.428291289	2.72607765	4.96494308	1.821277204	0.098893341
95	0.987281229	2.589544241	0.012564858	-0.419281072	0.424682522	0.727176169	1.487688497	1.815268685	4.628028075	2.54950031	0.137254413
96	0.988709521	2.756408817	0.01111957	-0.367894464	0.466606233	0.71768773	1.403298385	2.094171988	4.658710963	2.22460762	0.121322499
97	1.015814125	4.524440206	0.008776064	-0.424714965	0.558853159	0.794246282	1.431791613	3.80008365	5.922137995	1.558423061	0.092011945
98	0.98578035	3.706869508	0.01159012	-0.428563402	0.496017274	0.770051011	1.492578132	2.897530722	5.596473087	1.931462898	0.09044341
99	0.972466515	2.894690888	0.010487305	-0.421227684	0.534816331	0.763804366	1.387846129	2.211917371	5.717996925	2.585086134	0.143002214
100	0.972619386	2.647422637	0.008890428	-0.376723153	0.518814455	0.724765581	1.305289003	2.126288657	5.26744941	2.477297422	0.120638496
101	0.993252615	2.626733679	0.012272944	-0.412629374	0.451891574	0.73088724	1.452937872	1.880085602	4.748750041	2.525815865	0.136150541
102	1.019236805	4.113486484	0.008973224	-0.403215853	0.566775629	0.784947911	1.392680851	3.439331048	5.857871792	1.703200916	0.105419749
103	0.996881036	3.923286685	0.009156134	-0.39481267	0.515868496	0.760128181	1.428439712	3.195359188	5.016795979	1.570025679	0.092674064
104	1.015435566	3.995939586	0.012115741	-0.419452463	0.479979153	0.772000639	1.511730007	3.085521296	5.080283464	1.646491136	0.099286377
105	0.986834703	3.596026942	0.009579988	-0.370532256	0.530076332	0.745850042	1.353376207	2.976026862	5.114725729	1.718642326	0.102877953
106	0.992131486	3.691086287	0.011753747	-0.443448965	0.489236843	0.770603682	1.485320991	2.800029027	5.229255802	1.867571997	0.11097595
107	0.979685682	3.429522193	0.00925465	-0.393442987	0.541490796	0.758119652	1.362159702	2.776765562	5.367601242	1.933040842	0.123276147
108	1.001306559	3.589496504	0.011100552	-0.396761855	0.502819947	0.756078248	1.440077748	2.857333409	5.227999494	1.829677796	0.100406934
109	0.997586108	4.344518803	0.009425606	-0.422901943	0.591603667	0.800660507	1.399692331	3.639240556	6.356720214	1.74671614	0.114087292
110	0.993273741	3.505345283	0.011974784	-0.400403731	0.45211875	0.732784524	1.444840726	2.811027672	4.650567642	1.654401232	0.0813026
111	1.000540911	3.748234559	0.009965452	-0.387788663	0.50919409	0.747384755	1.378148371	3.065786281	4.867710792	1.587752813	0.101308456
112	0.995634026	3.387286516	0.01020021	-0.395211424	0.514562056	0.751163296	1.41051569	2.626519828	5.05227327	1.923561824	0.123024675
113	0.995940926	4.168335062	0.011390414	-0.426983368	0.527217467	0.782467224	1.441266095	3.361639038	5.683918735	1.690817685	0.102613614
114	1.002400158	3.905211974	0.011097683	-0.414758872	0.527563281	0.779020964	1.447247626	3.057379995	5.586638704	1.827263446	0.11344145
115	0.975791356	3.637248792	0.012776688	-0.446279844	0.531249105	0.784770752	1.456799819	2.724801662	5.707276203	2.094565738	0.134061008
116	0.987542246	4.233294599	0.01033358	-0.40435457	0.519968728	0.766260355	1.411492302	3.430272059	5.102319395	1.487438695	0.095615054
117	1.002643345	3.434493021	0.012753544	-0.392783027	0.473101967	0.740225829	1.421198239	2.779734672	4.89150896	1.759703547	0.0949061
118	0.993655264	4.31072422	0.00974028	-0.402055955	0.595446303	0.796118991	1.379649141	3.506625767	6.238470059	1.779052136	0.120837994
119	0.983298109	3.602521631	0.011495333	-0.412356216	0.512924536	0.763198432	1.425826242	2.785779177	5.237677923	1.880148278	0.121661853
120	0.977873177	2.931137001	0.010273618	-0.370505045	0.495902346	0.72351858	1.359023325	2.303960429	4.752261419	2.062648889	0.120239098
121	0.988697227	3.223583421	0.012947404	-0.393092483	0.468723354	0.742934824	1.441445512	2.411955286	4.810566392	1.994467485	0.122987835
122	0.978829838	2.968579457	0.011370485	-0.394745481	0.458545824	0.728256343	1.429357115	2.22265271	4.648937906	2.091616871	0.123658773
123	0.996770109	3.921585974	0.009756545	-0.424542515	0.563048242	0.787082151	1.402951989	3.185264944	5.997588397	1.88291665	0.116581493
124	0.983569243	3.725285054	0.011660437	-0.415712591	0.509954062	0.768701506	1.438738294	2.889940794	5.326652389	1.843170075	0.12085135
125	0.976765344	2.770265304	0.009743972	-0.389453791	0.495283731	0.725272082	1.342009713	2.181386092	4.97003889	2.278385705	0.129166248
126	0.982605222	3.731542086	0.01117816	-0.426089908	0.558708432	0.785360382	1.423866531	2.906582184	6.098792826	2.098269527	0.127694094
127	1.010719433	3.625205303	0.010044281	-0.387316461	0.48764535	0.737599564	1.393057353	2.98860946	4.642729701	1.553474873	0.092258358
128	0.994655759	4.365842154	0.012241723	-0.435474479	0.522521079	0.791894282	1.504405158	3.41448223	5.674895154	1.662007523	0.103284587
129	0.978960454	3.639343829	0.011093984	-0.412397862	0.539804092	0.767485505	1.382911598	3.015320448	5.792423133	1.92099753	0.108166941
130	0.997621245	3.453135125	0.01224	-0.400464109	0.506163375	0.765876961	1.45715983	2.596377732	5.253696381	2.023471514	0.12827287
131	1.003852005	3.870198435	0.009968593	-0.388428149	0.548032222	0.769137504	1.387734401	3.171065997	5.497816238	1.733743871	0.111281944
132	0.990875697	4.028646001	0.012017328	-0.427934647	0.514063984	0.781169625	1.49455986	3.071184859	5.432196625	1.768762505	0.111864508
133	0.989946001	3.383182597	0.012266934	-0.38547258	0.468598749	0.738369147	1.438408169	2.613659353	4.675853056	1.789006302	0.108595771
134	0.983152326	2.873203781	0.008155865	-0.319919894	0.52883733	0.711126107	1.28265575	2.503998214	5.246245619	2.095147508	0.096461429
135	0.99425778	3.822624076	0.00817758	-0.38460371	0.607902594	0.78499973	1.313368354	3.296872738	6.427734268	1.949645855	0.118430552
136	1.013466676	4.035229411	0.009020559	-0.417087243	0.570073705	0.786073273	1.383470649	3.234078382	5.854924293	1.810384166	0.106289792
137	0.997795291	4.286141436	0.009224781	-0.423086389	0.579348322	0.795925877	1.400820826	3.635426183	6.150152213	1.691727985	0.103632059
138	0.981081881	3.231676743	0.009922717	-0.362490469	0.510083243	0.730458218	1.351703768	2.711132328	5.036645241	1.857764444	0.095929258
139	1.001072568	3.315016533	0.00964551	-0.369715298	0.531964062	0.746226613	1.352874199	2.726088592	5.300865247	1.944494857	0.113795896
140	0.995442167	3.884684925	0.010887327	-0.404943169	0.546562929	0.776502816	1.424120853	3.039336887	5.485747701	1.804915975	0.120916048
141	0.987655295	3.27599844	0.009552258	-0.378748673	0.495742859	0.727917601	1.362436226	2.629541376	4.683877338	1.781252572	0.107917211
142	0.990407383	3.458079245	0.010522704	-0.409435024	0.504766551	0.753768531	1.4368966	2.628171464	5.164289343	1.964974285	0.101660057
143	0.982044463	1.938950799	0.011640594	-0.421403455	0.017156392	0.425738717	1.443273359	1.375334868	2.258540534	1.642174999	-0.028893482
144	0.997242925	3.28444556	0.01208105	-0.40544431	0.430236615	0.720590292	1.457436515	2.513366122	4.448015659	1.769744415	0.089000905
146	0.991723639	2.022125186	0.011587501	-0.349551927	0.307110028	0.606113519	1.398606609	1.490460416	3.562357762	2.390105583	0.075741102
148	0.98512604	2.368351495	0.010351503	-0.376496188	0.435788111	0.69789394	1.382052587	1.778228802	4.873080758	2.74041268	0.099920509
149	0.97626841	2.1047343	0.012393058	-0.374201706	0.339338313	0.6478115	1.419884571	1.53052967	4.208772393	2.74987965	0.091075377
150	0.97626841	2.1047343	0.012393058	-0.374201706	0.339338313	0.6478115	1.419884571	1.53052967	4.208772393	2.74987965	0.091075377
151	0.96686214	2.596180823	0.013649759	-0.448054726	0.428424061	0.742954118	1.543103205	1.740088978	5.117764403	2.941093512	0.125493965
152	0.96686214	2.596180823	0.013649759	-0.448054726	0.428424061	0.742954118	1.543103205	1.740088978	5.117764403	2.941093512	0.125493965
169	0.990202806	2.160676087	0.010056984	-0.380223386	0.37647678	0.654617992	1.390511914	1.60591326	4.22650319	2.63183778	0.085868245
172	0.984781138	2.920314378	0.01230306	-0.433634057	0.49398292	0.759433335	1.45625063	2.135187571	5.990925975	2.805807816	0.116248182
173	0.995678162	3.091277618	0.014797583	-0.375692704	0.451688206	0.737695544	1.49870508	2.268549254	5.129724767	2.261235791	0.101159471
175	0.971548339	3.041276568	0.011019431	-0.41023135	0.536239146	0.76672919	1.402522033	2.307938134	6.298899667	2.729232458	0.111776142
177	0.978760765	2.603564735	0.011063472	-0.374799686	0.427961378	0.695622128	1.435537587	1.921141138	4.643943527	2.417283892	0.087721192
180	0.986670167	2.174901117	0.011250926	-0.37451224	0.372896936	0.659986635	1.416605521	1.589393557	4.330118695	2.724384201	0.088004117
182	0.983187383	2.793231575	0.010551373	-0.374308796	0.414935091	0.68724467	1.425878317	2.111387681	4.321535536	2.046775007	0.078619289
184	1.000477903	2.55338617	0.011738728	-0.350399317	0.428796758	0.688002458	1.400725772	1.92111143	4.464982769	2.324166469	0.088460916
185	0.970839452	2.220132955	0.012637839	-0.38704716	0.410043829	0.685505123	1.403997111	1.628909727	4.672426107	2.868437723	0.109534038
188	0.978806113	2.290302385	0.01244058	-0.381749194	0.435129384	0.69600451	1.38118991	1.717789018	4.935938304	2.87342523	0.104805939
190	0.991695918	2.604401238	0.01443025	-0.374073572	0.390212788	0.693495617	1.474134055	1.873453914	4.385241078	2.340725354	0.095134406
192	0.97491237	2.678664741	0.013855262	-0.402350733	0.406967839	0.712130368	1.490259966	1.892554952	4.542910505	2.400411412	0.103387891
194	0.981284512	2.619968698	0.011293313	-0.350540608	0.441177354	0.693062421	1.376489788	2.018234491	4.542888928	2.250922253	0.098960096
195	0.990312817	2.664609439	0.013403709	-0.431085097	0.43306396	0.735615934	1.515489165	1.848211474	5.143874517	2.783163392	0.106771979
197	0.980476451	2.231762203	0.012344288	-0.391203509	0.38335981	0.679064658	1.430773266	1.61692808	4.487223434	2.775153384	0.099558627
200	0.982674994	2.639449478	0.011179282	-0.369066114	0.444877441	0.708408875	1.439519503	1.927222169	4.799917648	2.490588644	0.084899944
201	0.976668119	2.452561351	0.013066857	-0.396690323	0.431630982	0.709627886	1.424686084	1.798633953	4.979697036	2.768599485	0.101619387
203	0.959745625	2.234511552	0.011251193	-0.374623321	0.438829473	0.690576956	1.392126015	1.639801948	4.861691208	2.964803898	0.115685941
206	0.979348238	2.2715497	0.012953672	-0.408955591	0.375726406	0.695670958	1.497722143	1.547792369	4.568777521	2.951802588	0.105878698
208	0.978341929	2.72734322	0.012390309	-0.422778816	0.484979686	0.755315242	1.486678775	1.899281237	5.46766299	2.878806406	0.125222022
210	0.976217535	2.994041268	0.013365315	-0.432253996	0.452751795	0.755545148	1.522476969	2.070841693	5.120921764	2.472869743	0.124323743
211	0.965401386	2.400468857	0.013687597	-0.451629119	0.390973034	0.725719513	1.557519576	1.572975678	4.761627651	3.027146394	0.121263327
214	0.970281575	2.49280634	0.015056045	-0.465903425	0.40206459	0.738909359	1.563558652	1.638025286	5.182810541	3.164060155	0.123520077
215	0.971505997	2.576467573	0.012631772	-0.433813773	0.461951266	0.744479535	1.489082491	1.781217584	5.312657147	2.982598641	0.125841592
218	0.970404673	1.942827928	0.013873232	-0.441360568	0.261388312	0.637281211	1.511197122	1.304823535	4.096048884	3.139159261	0.091468935
220	0.950653301	2.498148924	0.015790738	-0.425037466	0.329007664	0.694920141	1.57252118	1.661866964	4.337452301	2.60998768	0.101545863
222	0.986674042	2.313002912	0.0156042	-0.44563212	0.34477088	0.695225747	1.544493976	1.541974648	4.49443366	2.91472604	0.105746764
224	0.970069404	2.306386883	0.013725891	-0.425269083	0.393047201	0.711033531	1.515821047	1.556010305	4.767479035	3.063912251	0.117853857
225	0.978645488	2.530889471	0.013867166	-0.427486044	0.385829882	0.712856522	1.526211731	1.720863168	4.687511788	2.723930568	0.108572429
228	0.970241107	2.334047056	0.013375993	-0.427465372	0.403878554	0.706956563	1.480791985	1.625377818	5.045786935	3.104377875	0.106846461
229	0.97479042	2.378711176	0.012915942	-0.438043379	0.387649035	0.705842139	1.511384821	1.631518502	4.767697986	2.922245736	0.112065796
232	0.956431633	1.982872618	0.01211053	-0.395816028	0.358230469	0.652159982	1.417283664	1.416972125	4.53175244	3.198194489	0.096406446
234	0.975183334	2.890668771	0.012757839	-0.413804528	0.515631054	0.76330559	1.468578485	2.076054443	5.998220062	2.889240252	0.128104769
236	0.977308928	2.89200855	0.012112855	-0.430327317	0.516182503	0.76891794	1.478768512	2.0473904	5.791430577	2.828688938	0.139261806
237	0.977618015	2.199547141	0.012458596	-0.423585339	0.391279962	0.696262025	1.467983982	1.540035699	4.999468361	3.246332772	0.116562621
240	0.983659401	2.256048895	0.013343719	-0.431228179	0.396551572	0.704032889	1.483646007	1.563263923	4.898760559	3.133674671	0.111835985
242	0.975626806	3.194307543	0.013648276	-0.418871347	0.481830986	0.76312524	1.519005923	2.253370057	5.472850099	2.428740047	0.119875216
244	0.958840864	2.23283162	0.011638022	-0.409422191	0.41755942	0.697481024	1.422870666	1.610207294	5.014403578	3.114135427	0.115402415
245	0.96735109	2.769251766	0.011653333	-0.419228408	0.513564149	0.757374413	1.435440353	2.008317705	5.79524218	2.885620221	0.127299843
247	0.971386355	2.411980883	0.012758767	-0.427563281	0.44455343	0.728308765	1.483769799	1.674952187	5.393192223	3.219908166	0.120810709
249	0.981412252	2.528125249	0.013520264	-0.414246723	0.327991134	0.679958627	1.556813211	1.687431442	3.921013162	2.323657759	0.092827605
251	0.978563698	3.369410477	0.015219594	-0.463177916	0.508464163	0.79222011	1.554968828	2.321546056	6.248213979	2.691402121	0.136841101
254	0.970503956	2.744552141	0.013580312	-0.440786108	0.459640643	0.749083175	1.498808877	1.911364397	5.44678227	2.849682812	0.121751217
255	0.990468859	2.168805231	0.010971017	-0.387939283	0.405410391	0.683584298	1.405491123	1.588645904	4.819811817	3.033911966	0.102681012
256	0.994994118	2.715850533	0.011023331	-0.370366147	0.473278653	0.723401515	1.403784572	2.027793957	4.937206415	2.434767299	0.111267707
257	0.968379063	2.711386842	0.012118674	-0.40034861	0.47682251	0.737257812	1.424783144	1.987427135	5.0826483	2.557401079	0.126717251
258	0.975834944	2.810389777	0.01353563	-0.409555808	0.461665484	0.739452303	1.457250563	2.017799568	5.039417873	2.497481887	0.120291345
259	0.978996823	1.979374048	0.011505415	-0.373474634	0.324607826	0.616641127	1.375902716	1.476203354	3.945180757	2.672518489	0.068302641
260	0.98809201	2.876681291	0.011804335	-0.367318175	0.437311867	0.707598728	1.438437874	2.160814911	4.592444176	2.125329732	0.089590816
